fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220526 005711	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	34	TRUE	0.128691490146914	0.8340994866658	1056	834	0.0489161663737226	7971000	17
20220526 005720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	5	TRUE	0.261455427536624	0.496875327853486	206	50	0.0403331666190449	6361000	18
20220526 005730	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	0.2963099826494	0.610078261336312	7172	930	0.0430747299702489	8135000	19
20220526 005750	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	83	TRUE	0.10124801078171	0.693422584133223	1292	648	0.00907684239694693	12137000	20
20220526 005848	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.0262382458216034	0.567793450350276	4521	299	0.0180380629263521	13412000	21
20220526 005910	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	168	TRUE	0.0535375202611808	0.999039032271457	4638	225	0.0200894077408266	12633000	22
20220526 005932	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	89	TRUE	0.0899109506980542	0.473377283767874	3571	387	0.0162295401834537	13512000	23
20220526 010105	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	826	TRUE	0.0137952130439912	0.244760085515534	6135	386	0.0161845697804351	13688000	24
20220526 010231	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	604	TRUE	0.0138766178573376	0.275874562116531	3242	56	0.0140389596460125	13348000	25
20220526 010411	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	467	TRUE	0.0100180486204	0.474820904964809	6550	331	0.0142124495697409	13316000	26
20220526 010436	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	177	TRUE	0.0616808143899833	0.20103685134898	5886	516	0.0183410418894104	13387000	27
20220526 010506	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	216	TRUE	0.0529509343570011	0.274630606734742	5746	114	0.0163517826709719	13509000	28
20220526 010645	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	617	TRUE	0.0100191091129566	0.32981100311339	5402	361	0.0160816467778778	13621000	29
20220526 010831	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	824	TRUE	0.010080746749076	0.25689183002393	6091	967	0.0159402994058724	13335000	30
20220526 010949	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	416	TRUE	0.0102873978613478	0.634726514399056	3031	396	0.0155636413008761	13632000	31
20220526 011054	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	330	TRUE	0.0225716766144963	0.546487141402293	2827	231	0.0161948172150241	13605000	32
20220526 011108	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	56	TRUE	0.124691737314359	0.261041196761572	6102	341	0.0161054459699471	13067000	33
20220526 011305	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	649	TRUE	0.0101252574131701	0.505740943225291	7979	677	0.0175171271497117	13281000	34
20220526 011512	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	633	TRUE	0.0100641511430983	0.500752201714894	3705	638	0.0160832146674425	13859000	35
20220526 011653	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	481	TRUE	0.0100627936218733	0.55127736432784	4588	757	0.0160326085771457	13858000	36
20220526 011842	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	840	TRUE	0.0101478631657511	0.236494035021773	4167	712	0.0161104307162514	13465000	37
20220526 012003	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	584	TRUE	0.0100284359765165	0.785124331000441	3877	893	0.0149276351839797	13425000	38
20220526 012148	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	529	TRUE	0.0101101260584817	0.537877582023171	5381	684	0.0163754088635029	13852000	39
20220526 012335	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	545	TRUE	0.010012878339187	0.546345820109831	4735	594	0.0158666350263492	13804000	40
20220526 012523	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	527	TRUE	0.0100694367264087	0.49997071903928	5961	775	0.0163013963551256	13711000	41
20220526 012715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	710	TRUE	0.0103683426078874	0.58957780645302	3881	684	0.0166247057693839	13625000	42
20220526 012855	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	492	TRUE	0.010526715758009	0.497510274034184	4598	983	0.0147459277934705	13588000	43
20220526 013015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	758	TRUE	0.0104903950742257	0.745312532105386	5408	17	0.0156631362452333	13289000	44
20220526 013211	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	650	TRUE	0.0100575912562691	0.485695707168211	4874	723	0.0152421448732039	13694000	45
20220526 013357	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	881	TRUE	0.010034419375734	0.245881659114995	6763	381	0.023152475393242	12517000	46
20220526 013526	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	502	TRUE	0.0221394670093025	0.510644718319492	2857	951	0.0159446072279081	13598000	47
20220526 013632	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	279	TRUE	0.0156983614350765	0.555852904392156	3258	133	0.0112761547527397	13185000	48
20220526 013645	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	38	TRUE	0.220846630547463	0.566796133238613	4718	1006	0.0159541996494294	12763000	49
20220526 013811	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	361	TRUE	0.0121959807761067	0.517940371836605	3097	635	0.0130565085072359	13509000	50
